Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-01,278.99728275258377,284.22891563738676,275.2911312167438,276.5330505371094,125180000,0.0,0
2020-05-04,274.5284362720334,277.61852280815015,272.95407288826203,277.29583740234375,80873200,0.0,0
2020-05-05,280.2979044943201,282.85014210043767,277.4327101067686,279.85784912109375,79569900,0.0,0
2020-05-06,281.66693706679746,282.07762758344376,277.5011827723863,277.9607849121094,73632600,0.0,0
2020-05-07,281.3833387364271,283.36842243460063,280.7770614260031,281.31488037109375,75250400,0.0,0
2020-05-08,284.6494072722973,286.4682688660615,283.4466112208992,285.96954345703125,76452400,0.0,0
2020-05-11,283.91601672014934,287.49504018930287,283.466202904284,286.0282287597656,79514200,0.0,0
2020-05-12,287.28970026321394,287.72972579480773,280.180534970681,280.3272399902344,95870800,0.0,0
2020-05-13,279.7307264072571,280.8357291668553,272.7878127465466,275.3694152832031,144721100,0.0,0
2020-05-14,272.7780630870037,278.8017428486167,266.94991044849246,278.66485595703125,121977900,0.0,0
2020-05-15,276.12230940597345,279.9946825501182,275.11510026002026,279.94580078125,111146300,0.0,0
2020-05-18,286.5660336883896,290.18418030819646,286.22380157875807,288.472900390625,119703800,0.0,0
2020-05-19,287.8372942427784,289.6561260410583,285.49040198852686,285.50994873046875,95189300,0.0,0
2020-05-20,289.27474245893603,291.2793725589044,289.03027391784957,290.36016845703125,85861700,0.0,0
2020-05-21,290.2233343951113,291.0838685910769,287.19191796563496,288.3555908203125,78293900,0.0,0
2020-05-22,288.052421910964,289.0889662175151,286.7322857190799,288.9031677246094,63958200,0.0,0
2020-05-26,295.24953272420413,295.5037895508419,288.92268582764916,292.46258544921875,88951400,0.0,0
2020-05-27,295.4353721534596,296.853301793784,290.30153219293646,296.8141784667969,104817400,0.0,0
2020-05-28,297.9093926689404,300.0509397240325,295.5527120791063,296.2665710449219,90405200,0.0,0
2020-05-29,295.7678084761019,298.2124938628635,292.84397430308735,297.586669921875,119090800,0.0,0
2020-06-01,296.90219945040207,299.43489038530385,296.3545922127129,298.78948974609375,55758300,0.0,0
2020-06-02,299.76731198000397,301.3123698653913,298.3494123526155,301.2634582519531,74267200,0.0,0
2020-06-03,303.37571807152375,306.28979427477316,303.0823677138351,305.2727966308594,92567600,0.0,0
2020-06-04,304.22644818185955,306.07464486656596,302.2413646181124,304.4709167480469,75794400,0.0,0
2020-06-05,310.2110830423102,314.16167383109735,310.1426246773551,312.2743835449219,150524700,0.0,0
2020-06-08,313.1348743654013,316.25429541938666,312.5579321742916,316.0489501953125,73641200,0.0,0
2020-06-09,313.21314305199473,316.1272193646064,312.293938773599,313.69232177734375,77479200,0.0,0
2020-06-10,314.30836341350243,315.2569026563982,311.17915378847283,311.94189453125,95000800,0.0,0
2020-06-11,304.568712577773,305.2434482132324,293.3720700622967,293.9587707519531,209243600,0.0,0
2020-06-12,301.41995812614977,302.24136893920036,291.993265597218,297.4791259765625,194678900,0.0,0
2020-06-15,291.4261126604795,301.45911337211123,290.17443464486985,300.2563171386719,135782700,0.0,0
2020-06-16,308.4997847146274,308.6562481785406,300.8625890713435,306.0355224609375,137627500,0.0,0
2020-06-17,307.1209934255345,307.43392036865407,303.98199538634174,304.7643127441406,83398900,0.0,0
2020-06-18,303.15082603718986,305.3901367327416,302.66188887953746,304.88165283203125,80828700,0.0,0
2020-06-19,308.57069161419935,308.7769404786901,301.06684177732353,303.1392517089844,135549600,1.366,0
2020-06-22,302.5008526346514,305.5063135258646,301.2829620698585,305.083984375,74649400,0.0,0
2020-06-23,307.90280229554116,308.8948111215623,306.0563038752423,306.48846435546875,68471200,0.0,0
2020-06-24,304.3178696845063,304.9759417907485,296.7158255089854,298.67034912109375,132813500,0.0,0
2020-06-25,298.0614000130957,302.1570932788033,295.9104289415171,301.87225341796875,89468000,0.0,0
2020-06-26,300.70348248087356,300.9293941080307,294.08361538157595,294.7023620605469,127961000,0.0,0
2020-06-29,296.03815327591406,299.1811036038813,293.6023420434521,299.0337829589844,79773300,0.0,0
2020-06-30,298.57214667394777,304.671490898535,298.40519327412,302.8642578125,113394800,0.0,0
2020-07-01,304.0526976447725,306.3313566517659,303.56160889190386,304.9857482910156,72396500,0.0,0
2020-07-02,308.63943954186874,310.07344023358,305.9581142235768,306.665283203125,69344200,0.0,0
2020-07-06,310.73150999751266,312.0181602037818,309.93594857145865,311.3993835449219,61713800,0.0,0
2020-07-07,309.7591425715961,311.86098682053046,307.7849562188757,308.1876525878906,82910000,0.0,0
2020-07-08,309.0028046742222,310.6626868096136,307.1268722944756,310.5448303222656,54638600,0.0,0
2020-07-09,311.19309512060124,311.44847084545177,305.1428785200375,308.7769470214844,83354200,0.0,0
2020-07-10,308.70820753506393,312.21458840270134,307.18584439998926,311.92974853515625,57550400,0.0,0
2020-07-13,314.42448712086275,316.9584918764004,308.53142213491816,309.228759765625,102997500,0.0,0
2020-07-14,307.71619088026426,314.06107894882746,306.4393721524336,313.2360534667969,93657000,0.0,0
